t.slb.con.gg.m3,0.000364423
u.slb.con.gg.m3,0.000393923
a.wc.con.gg.m3,0.000440423
a.all.reb.gg.mg,0.001313111
a.fac.ww.gg.m2,0.000299692
a.fac.sp.gg.m2,0.000135692
a.fac.ew.gg.m2,0.000101692
u.exc.soil.gg.m3,2.57117E-05
